House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
43,Causeway Avenue,Jayne,Mason,66,Head,Widowed,Female,Estate agent,None,None
44,Causeway Avenue,Dale,Hughes,67,Head,Married,Male,Charity fundraiser,None,None
44,Causeway Avenue,Diane,Hughes,63,Wife,Married,Female,Media planner,None,None
44,Causeway Avenue,Victor,Hughes,25,Son,Single,Male,Company secretary,None,None
44,Causeway Avenue,Mohammed,Phillips,22,Son,Single,Male,University Student,None,None
44,Causeway Avenue,Dominic,Phillips,18,Son,Single,Male,Student,None,None
45,Causeway Avenue,Lindsey,French,70,Head,Divorced,Female,Retired Tourism officer,None,Christian
46,Causeway Avenue,Janet,Davies,28,Head,Single,Female,Marketing executive,None,None
46,Causeway Avenue,Francis,Burrows,63,None,Single,Male,Rural practice surveyor,None,Christian
46,Causeway Avenue,Valerie,Thornton,37,None,Single,Female,Chartered public finance accountant,None,Catholic
46,Causeway Avenue,Clare,Greenwood,24,None,Divorced,Female,Museum/gallery exhibitions officer,None,Christian
47,Causeway Avenue,Joshua,Patel,34,Head,Married,Male,Product manager,None,Catholic
47,Causeway Avenue,Christine,Patel,29,Wife,Married,Female,"Research officer, government",None,Catholic
47,Causeway Avenue,Rosie,Graham,27,Lodger,Single,Female,Nutritional therapist,None,None
47,Causeway Avenue,Gerard,Howarth,36,Lodger,Single,Male,Multimedia specialist,None,Catholic
48,Causeway Avenue,Martyn,Farmer,50,Head,Married,Male,Structural engineer,None,Christian
48,Causeway Avenue,Kelly,Farmer,43,Wife,Married,Female,"Teacher, early years/pre",None,Christian
48,Causeway Avenue,Diane,Hunt,49,None,Married,Female,"Therapist, drama",None,Muslim
48,Causeway Avenue,Matthew,Hunt,52,None,Married,Male,Unemployed,None,None
49,Causeway Avenue,Naomi,Riley,38,Head,Single,Female,"Therapist, sports",None,None
49,Causeway Avenue,Edward,Riley,17,Adopted Son,NA,Male,Student,None,NA
49,Causeway Avenue,Helen,Riley,16,Daughter,NA,Female,Student,None,NA
50,Causeway Avenue,Natasha,Garner,45,Head,Married,Female,Field trials officer,None,Methodist
50,Causeway Avenue,Richard,Garner,46,Husband,Married,Male,Hydrologist,None,None
50,Causeway Avenue,Dylan,Foster,24,Visitor,Divorced,Male,Chiropractor,None,None
50,Causeway Avenue,Eleanor,Gray,39,Lodger,Divorced,Female,Fashion designer,None,None
50,Causeway Avenue,Fiona,Armstrong,41,Lodger,Single,Female,Unemployed,None,Catholic
50,Causeway Avenue,Jodie,Bennett,43,Lodger,Single,Female,Unemployed,None,None
51,Causeway Avenue,Linda,Hill,36,Head,Divorced,Female,"Designer, interior/spatial",None,Methodist
51,Causeway Avenue,Eleanor,Hill,3,Daughter,NA,Female,Child,None,NA
52,Causeway Avenue,Stephanie,Stone,48,Head,Married,Female,"Research officer, trade union",None,Christian
52,Causeway Avenue,Gregory,Stone,49,Husband,Married,Male,Unemployed,None,None
53,Causeway Avenue,Hayley,Sharpe,57,Head,Married,Female,Immunologist,None,Catholic
53,Causeway Avenue,Joe,Sharpe,60,Husband,Married,Male,Research scientist (medical),None,Catholic
53,Causeway Avenue,Carly,Sharpe,26,Daughter,Divorced,Female,Unemployed,None,None
53,Causeway Avenue,Stewart,Sharpe,26,Son,Single,Male,"Engineer, mining",None,None
54,Causeway Avenue,Marie,Patel,38,Head,Married,Female,"Editor, film/video",None,None
54,Causeway Avenue,Duncan,Patel,39,Husband,Married,Male,Charity fundraiser,None,None
54,Causeway Avenue,Leon,Patel,7,Son,NA,Male,Student,None,NA
55,Causeway Avenue,Sally,Ahmed,49,Head,Married,Female,Archaeologist,None,Christian
55,Causeway Avenue,Scott,Ahmed,50,Husband,Married,Male,"Geologist, wellsite",None,None
55,Causeway Avenue,Robert,Ahmed,9,Grandson,NA,Male,Student,None,NA
56,Causeway Avenue,Carly,Thompson,68,Head,Single,Female,Unemployed,None,None
56,Causeway Avenue,Tracey,Kelly-Thompson,40,Daughter,Divorced,Female,"Designer, jewellery",None,None
56,Causeway Avenue,Toby,Kelly-Thompson,37,Son,Divorced,Male,Regulatory affairs officer,None,None
56,Causeway Avenue,Jake,Williams-Kelly-Thompson,30,Son,Single,Male,"Designer, multimedia",None,None
57,Causeway Avenue,Ashleigh,Kirk,54,Head,Single,Female,Unemployed,None,None
57,Causeway Avenue,Carl,Kirk,17,Son,NA,Male,Student,None,NA
57,Causeway Avenue,Brian,Kirk,13,Son,NA,Male,Student,None,NA
58,Causeway Avenue,Ronald,Williams,44,Head,Single,Male,"Therapist, drama",None,None
59,Causeway Avenue,Lydia,Talbot,40,Head,Divorced,Female,Investment analyst,None,None
59,Causeway Avenue,Bradley,Talbot,6,Son,NA,Male,Student,None,NA
59,Causeway Avenue,Callum,Talbot,5,Son,NA,Male,Student,None,NA
59,Causeway Avenue,Brian,Reynolds-Talbot,5,Son,NA,Male,Student,None,NA
60,Causeway Avenue,Beverley,Smith,41,Head,Married,Female,Medical sales representative,None,Christian
60,Causeway Avenue,Frederick,Smith,39,Husband,Married,Male,Educational psychologist,None,Christian
60,Causeway Avenue,Alexandra,Smith,19,Daughter,Divorced,Female,University Student,None,Christian
60,Causeway Avenue,Julia,Smith,18,Daughter,Single,Female,Student,None,Christian
60,Causeway Avenue,Charles,Smith,14,Son,NA,Male,Student,None,NA
61,Causeway Avenue,Kimberley,Murphy,40,Head,Married,Female,Geophysicist/field seismologist,None,Christian
61,Causeway Avenue,Jonathan,Murphy,39,Husband,Married,Male,Amenity horticulturist,None,None
61,Causeway Avenue,Jacqueline,Anderson,30,Lodger,Single,Female,Midwife,None,Christian
61,Causeway Avenue,Alison,Tomlinson,33,Lodger,Single,Female,Animator,None,None
62,Causeway Avenue,Paige,Smith,59,Head,Married,Female,Tourist information centre manager,None,None
62,Causeway Avenue,Rhys,Smith,60,Husband,Married,Male,"Teacher, adult education",None,None
62,Causeway Avenue,Mathew,Smith,34,Son,Single,Male,Geographical information systems officer,None,None
62,Causeway Avenue,Susan,Smith,32,Daughter,Single,Female,Chief Technology Officer,None,None
63,Causeway Avenue,Henry,Cooke,49,Head,Single,Male,Unemployed,None,Catholic
63,Causeway Avenue,Karl,Cooke,5,Son,NA,Male,Student,None,NA
63,Causeway Avenue,Jonathan,Cooke,5,Son,NA,Male,Student,None,NA
63,Causeway Avenue,Jonathan,Cooke,2,Son,NA,Male,Child,None,NA
64,Causeway Avenue,Sally,Atkinson,61,Head,Married,Female,"Surveyor, mining",None,None
64,Causeway Avenue,Aaron,Atkinson,67,Husband,Married,Male,"Engineer, electronics",None,None
64,Causeway Avenue,Paul,Atkinson,21,Son,Single,Male,University Student,None,None
64,Causeway Avenue,Nigel,Atkinson,6,Son,NA,Male,Student,None,NA
65,Causeway Avenue,Bethan,Morgan,65,Head,Divorced,Female,Comptroller,None,None
66,Causeway Avenue,Alice,O'Connor,21,Head,Single,Female,University Student,None,Muslim
66,Causeway Avenue,Rosie,O'Connor,0,Daughter,NA,Female,Child,None,NA
66,Causeway Avenue,Carolyn,Ellis,23,Lodger,Single,Female,Educational psychologist,None,Muslim
66,Causeway Avenue,Lesley,King,22,Sibling,Single,Female,University Student,None,Christian
67,Causeway Avenue,Benjamin,Anderson,32,Head,Married,Male,Therapeutic radiographer,None,Christian
67,Causeway Avenue,Hayley,Anderson,24,Wife,Married,Female,"Surveyor, quantity",None,None
67,Causeway Avenue,Julia,Watson,49,Sibling,Single,Female,Press sub,None,Christian
67,Causeway Avenue,Gregory,Rowe,40,Lodger,Single,Male,Travel agency manager,None,Christian
68,Causeway Avenue,Stephanie,Morgan,48,Head,Divorced,Female,Lobbyist,None,None
68,Causeway Avenue,Elliot,Morgan,14,Son,NA,Male,Student,None,NA
68,Causeway Avenue,Jason,Morgan,13,Son,NA,Male,Student,None,NA
68,Causeway Avenue,Sylvia,Morgan,12,Daughter,NA,Female,Student,None,NA
69,Causeway Avenue,Leanne,Stanley,34,Head,Single,Female,Dramatherapist,None,None
69,Causeway Avenue,Ellie,Stanley,9,Daughter,NA,Female,Student,None,NA
69,Causeway Avenue,Clifford,Stanley,7,Son,NA,Male,Student,None,NA
69,Causeway Avenue,Maria,Stanley,3,Daughter,NA,Female,Child,None,NA
70,Causeway Avenue,Marion,Slater,65,Head,Married,Female,Dancer,None,Christian
70,Causeway Avenue,Stewart,Slater,65,Husband,Married,Male,Garment/textile technologist,None,None
70,Causeway Avenue,Leigh,Slater,19,Son,Divorced,Male,University Student,None,None
71,Causeway Avenue,Jacqueline,Walters,52,Head,Married,Female,Illustrator,None,None
71,Causeway Avenue,Douglas,Walters,52,Husband,Married,Male,"Scientist, research (physical sciences)",None,None
71,Causeway Avenue,Stephen,Walters,17,Son,NA,Male,Student,None,NA
71,Causeway Avenue,Amber,Walters,15,Daughter,NA,Female,Student,None,NA
72,Causeway Avenue,Sara,Davies,42,Head,Married,Female,Race relations officer,None,Christian
72,Causeway Avenue,Leigh,Davies,40,Husband,Married,Male,Technical author,None,Christian
72,Causeway Avenue,Denis,Davies,6,Son,NA,Male,Student,None,NA
72,Causeway Avenue,Leonard,Davies,2,Son,NA,Male,Child,None,NA
72,Causeway Avenue,Amber,Davies,1,Daughter,NA,Female,Child,None,NA
72,Causeway Avenue,Anthony,Thomas,18,Lodger,Single,Male,Student,None,NA
73,Causeway Avenue,Denise,Smith,34,Head,Married,Female,Health and safety inspector,None,Catholic
73,Causeway Avenue,Jake,Smith,35,Husband,Married,Male,Police officer,None,Catholic
73,Causeway Avenue,Harriet,Smith,9,Daughter,NA,Female,Student,None,NA
73,Causeway Avenue,Dylan,Smith,9,Son,NA,Male,Student,None,NA
73,Causeway Avenue,Kirsty,Smith,9,Daughter,NA,Female,Student,None,NA
74,Causeway Avenue,Debra,Jones,41,Head,Married,Female,Facilities manager,None,Muslim
74,Causeway Avenue,Edward,Jones,43,Husband,Married,Male,Sports therapist,None,None
74,Causeway Avenue,Jeffrey,Jones,20,Son,Single,Male,University Student,None,None
74,Causeway Avenue,Damian,Jones,11,Son,NA,Male,Student,None,NA
75,Causeway Avenue,Chloe,Hicks,50,Head,Single,Female,"Therapist, music",None,Christian
75,Causeway Avenue,Jill,Peacock,51,Partner,Single,Female,"Education officer, environmental",None,None
75,Causeway Avenue,Malcolm,Hicks,28,Son,Single,Male,"Designer, textile",None,Christian
75,Causeway Avenue,Hugh,Butler-Hicks,15,Son,NA,Male,Student,None,NA
76,Causeway Avenue,Lee,Nelson,59,Head,Single,Male,Research scientist (life sciences),None,None
76,Causeway Avenue,Gemma,Lowe,33,None,Single,Female,Unemployed,None,Christian
76,Causeway Avenue,Lynda,Brown,23,None,Single,Female,Counsellor,None,None
76,Causeway Avenue,Norman,Rice,52,None,Single,Male,Fast food restaurant manager,None,Christian
76,Causeway Avenue,Anthony,Evans,22,None,Single,Male,University Student,None,None
76,Causeway Avenue,Dennis,Spencer,28,None,Single,Male,Phytotherapist,None,None
77,Causeway Avenue,Lauren,Douglas,47,Head,Single,Female,Artist,None,Methodist
77,Causeway Avenue,Charlene,Bibi,21,None,Single,Female,University Student,None,None
77,Causeway Avenue,Roy,Lloyd,24,None,Single,Male,Physiological scientist,None,Methodist
77,Causeway Avenue,Mary,Randall,21,None,Single,Female,University Student,None,Catholic
78,Causeway Avenue,Shirley,Freeman,44,Head,Married,Female,Trade union research officer,None,None
78,Causeway Avenue,Clive,Freeman,41,Husband,Married,Male,Database administrator,None,None
78,Causeway Avenue,Gail,Freeman,17,Daughter,NA,Female,Student,None,NA
79,Causeway Avenue,Janice,Edwards,64,Head,Single,Female,Occupational therapist,None,Christian
79,Causeway Avenue,Jamie,Khan,43,None,Single,Male,Contracting civil engineer,None,None
79,Causeway Avenue,Kieran,O'Brien,29,None,Single,Male,Therapeutic radiographer,None,None
79,Causeway Avenue,Roy,Ahmed,31,None,Single,Male,Engineering geologist,None,Methodist
80,Causeway Avenue,Geraldine,Hilton,51,Head,Married,Female,"Teacher, music",None,Catholic
80,Causeway Avenue,Leslie,Hilton,49,Husband,Married,Male,Freight forwarder,None,None
80,Causeway Avenue,Russell,Hilton,25,Son,Divorced,Male,"Restaurant manager, fast food",None,None
80,Causeway Avenue,Andrew,Hilton,25,Son,Single,Male,Call centre manager,None,None
80,Causeway Avenue,Kevin,Hilton,16,Son,NA,Male,Student,None,NA
81,Causeway Avenue,Danielle,Taylor,50,Head,Divorced,Female,Music tutor,None,None
81,Causeway Avenue,Bethan,Taylor,22,Daughter,Single,Female,University Student,None,None
81,Causeway Avenue,Lewis,Taylor,18,Son,Single,Male,Student,None,None
81,Causeway Avenue,Lucy,Roberts-Taylor,15,Daughter,NA,Female,Student,None,NA
82,Causeway Avenue,Lawrence,Fraser,24,Head,Single,Male,Biomedical engineer,None,Catholic
83,Causeway Avenue,Kayleigh,Williams,41,Head,Single,Female,Unemployed,None,None
83,Causeway Avenue,Victoria,Williams,11,Daughter,NA,Female,Student,None,NA
84,Causeway Avenue,Amber,Hill,71,Head,Divorced,Female,Retired Quantity surveyor,None,Methodist
84,Causeway Avenue,Stephanie,Hill,33,Daughter,Single,Female,"Biochemist, clinical",None,Methodist
84,Causeway Avenue,Luke,Doyle-Hill,32,Son,Single,Male,Furniture conservator/restorer,None,Methodist
84,Causeway Avenue,Dale,Doyle-Hill,28,Son,Single,Male,"Pilot, airline",None,None
85,Causeway Avenue,Ashleigh,Gough,74,Head,Widowed,Female,Retired Medical sales representative,None,None
86,Causeway Avenue,Lisa,Begum,72,Head,Divorced,Female,Retired Homeopath,None,Catholic
87,Causeway Avenue,Douglas,Harrison,20,Head,Single,Male,University Student,None,Methodist
87,Causeway Avenue,Hayley,Wood,22,None,Single,Female,University Student,None,Christian
87,Causeway Avenue,Lynda,Austin,20,None,Single,Female,University Student,None,Catholic
87,Causeway Avenue,Glenn,Warner,20,None,Single,Male,University Student,None,Christian
87,Causeway Avenue,Stanley,Allen,20,None,Single,Male,University Student,None,None
88,Causeway Avenue,Jodie,Doherty,32,Head,Married,Female,"Librarian, academic",None,None
88,Causeway Avenue,Derek,Doherty-Goodwin,41,Husband,Married,Male,Commercial art gallery manager,None,None
88,Causeway Avenue,Irene,Doherty-Goodwin,9,Neice,NA,Female,Student,None,NA
88,Causeway Avenue,Victor,Doherty-Goodwin,2,Nephew,NA,Male,Child,None,NA
89,Causeway Avenue,Andrea,Hamilton,57,Head,Single,Female,Unemployed,None,Christian
89,Causeway Avenue,Joanne,Hamilton,7,Granddaughter,NA,Female,Student,None,NA
89,Causeway Avenue,Tracey,White,5,Granddaughter,NA,Female,Student,None,NA
89,Causeway Avenue,Elizabeth,Franklin-White,0,Granddaughter,NA,Female,Child,None,NA
90,Causeway Avenue,Lydia,Moore,33,Head,Married,Female,Unemployed,None,Methodist
90,Causeway Avenue,Kyle,Moore,35,Husband,Married,Male,Proofreader,None,Methodist
90,Causeway Avenue,Gary,Moore,6,Son,NA,Male,Student,None,NA
90,Causeway Avenue,Victoria,Moore,5,Daughter,NA,Female,Student,None,NA
90,Causeway Avenue,Jordan,Cox,64,Lodger,Single,Male,Unemployed,None,Methodist
90,Causeway Avenue,Maurice,Wall,45,Lodger,Divorced,Male,Dispensing optician,None,Catholic
91,Causeway Avenue,Jessica,Parsons,59,Head,Single,Female,Clinical embryologist,None,Christian
91,Causeway Avenue,Conor,Bell,65,Partner,Single,Male,Orthoptist,None,None
91,Causeway Avenue,Lorraine,Parsons,18,Daughter,Single,Female,Student,None,Christian
91,Causeway Avenue,Zoe,Parsons,15,Daughter,NA,Female,Student,None,NA
91,Causeway Avenue,Frank,Parsons,13,Son,NA,Male,Student,None,NA
92,Causeway Avenue,Danielle,Foster,53,Head,Divorced,Female,Unemployed,None,None
92,Causeway Avenue,Joe,Foster,22,Son,Single,Male,University Student,None,None
92,Causeway Avenue,Lindsey,Foster,20,Daughter,Single,Female,"Engineer, agricultural",None,None
92,Causeway Avenue,Claire,Foster,14,Daughter,NA,Female,Student,None,NA
92,Causeway Avenue,Guy,Foster,12,Son,NA,Male,Student,None,NA
92,Causeway Avenue,Dean,Foster,11,Son,NA,Male,Student,None,NA
93,Causeway Avenue,Beverley,Warren,32,Head,Single,Female,Human resources officer,None,Muslim
93,Causeway Avenue,Rhys,Warren,13,Son,NA,Male,Student,None,NA
93,Causeway Avenue,Bruce,Warren,9,Adopted Son,NA,Male,Student,None,NA
93,Causeway Avenue,Eileen,Warren,5,Daughter,NA,Female,Student,Blind,NA
94,Causeway Avenue,Leanne,Jenkins,64,Head,Divorced,Female,Unemployed,None,Christian
94,Causeway Avenue,David,Jenkins,35,Son,Single,Male,"Accountant, chartered management",None,Christian
94,Causeway Avenue,Philip,Jenkins,32,Son,Single,Male,Environmental health practitioner,None,Christian
94,Causeway Avenue,Victor,Jenkins,30,Son,Single,Male,Make,None,None
95,Causeway Avenue,Lauren,Cooke,44,Head,Divorced,Female,Immunologist,None,Catholic
95,Causeway Avenue,Nigel,Cooke,17,Son,NA,Male,Student,None,NA
95,Causeway Avenue,Roy,Cooke,16,Son,NA,Male,Student,None,NA
95,Causeway Avenue,Gregory,Cooke,13,Son,NA,Male,Student,None,NA
95,Causeway Avenue,Sandra,Cooke,8,Daughter,NA,Female,Student,None,NA
95,Causeway Avenue,Bethany,Cooke,5,Daughter,NA,Female,Student,None,NA
96,Causeway Avenue,Anna,Harris,70,Head,Married,Female,Retired Hotel manager,None,Methodist
96,Causeway Avenue,Oliver,Harris,70,Husband,Married,Male,"Retired Engineer, maintenance (IT)",None,Methodist
96,Causeway Avenue,Sharon,Harris,35,Daughter,Single,Female,Further education lecturer,None,Methodist
96,Causeway Avenue,Aaron,Harris,34,Son,Single,Male,Phytotherapist,None,Methodist
96,Causeway Avenue,Shaun,Harris,30,Son,Single,Male,"Scientist, water quality",None,Methodist
97,Causeway Avenue,Lynda,Chambers,42,Head,Single,Female,Patent attorney,None,None
97,Causeway Avenue,Gerald,Price,46,Partner,Single,Male,Soil scientist,None, 
97,Causeway Avenue,Tracey,Chambers,10,Daughter,NA,Female,Student,None,NA
98,Causeway Avenue,Kelly,Richardson,79,Head,Married,Female,Retired Colour technologist,None,Christian
98,Causeway Avenue,Adrian,Richardson,81,Husband,Married,Male,Retired Associate Professor,None,Christian
99,Causeway Avenue,Annette,Hamilton,58,Head,Single,Female,Unemployed,None,None
99,Causeway Avenue,Karl,Hamilton,38,Son,Single,Male,Commercial/residential surveyor,None,None
99,Causeway Avenue,Jenna,Hamilton,32,Daughter,Single,Female,Theme park manager,None,None
99,Causeway Avenue,Sophie,Hamilton,29,Daughter,Single,Female,Audiological scientist,None,None
99,Causeway Avenue,Tom,Hamilton,25,Son,Single,Male,"Exhibitions officer, museum/gallery",None,None
99,Causeway Avenue,Geraldine,Hamilton,25,Daughter,Single,Female,"Designer, industrial/product",None,None
100,Causeway Avenue,Helen,Stokes,44,Head,Married,Female,Television camera operator,None,None
100,Causeway Avenue,Maria,Stokes,49,Wife,Married,Female,Barrister's clerk,None,None
100,Causeway Avenue,Fiona,Stokes,12,Daughter,NA,Female,Student,None,NA
100,Causeway Avenue,Gregory,Griffiths-Stokes,10,Son,NA,Male,Student,None,NA
101,Causeway Avenue,Carl,Metcalfe,78,Head,Widowed,Male,Retired Commercial horticulturist,None,Methodist
102,Causeway Avenue,Denise,North,64,Head,Married,Female,Armed forces operational officer,None,Christian
102,Causeway Avenue,Leigh,North,67,Husband,Married,Male,Herpetologist,None,None
102,Causeway Avenue,Laura,North,31,Daughter,Single,Female,Horticultural consultant,None,Christian
102,Causeway Avenue,Phillip,North,29,Son,Single,Male,Special educational needs teacher,None,Christian
103,Causeway Avenue,Josephine,Sutton,66,Head,Widowed,Female,Automotive engineer,None,Catholic
103,Causeway Avenue,June,Sutton,33,Daughter,Single,Female,"Designer, textile",None,Catholic
103,Causeway Avenue,Jack,Sutton,30,Son,Divorced,Male,Archivist,None,Catholic
103,Causeway Avenue,Rosie,Sutton,26,Daughter,Divorced,Female,Unemployed,None,Catholic
104,Causeway Avenue,Caroline,Martin,29,Head,Married,Female,Barrister's clerk,None,None
104,Causeway Avenue,Abdul,Martin,33,Husband,Married,Male,Research scientist (medical),None,None
104,Causeway Avenue,Allan,Martin,3,Son,NA,Male,Child,None,NA
104,Causeway Avenue,Georgina,Martin,1,Daughter,NA,Female,Child,None,NA
105,Causeway Avenue,Lauren,Edwards,41,Head,Married,Female,Research scientist (maths),None,None
105,Causeway Avenue,Francis,Edwards,44,Husband,Married,Male,Applications developer,None,None
105,Causeway Avenue,Howard,Edwards,5,Son,NA,Male,Student,None,NA
106,Causeway Avenue,Georgia,Thomas,57,Head,Single,Female,Petroleum engineer,None,None
106,Causeway Avenue,Barry,Thomas,25,Son,Single,Male,Higher education careers adviser,None,None
106,Causeway Avenue,Harry,Thomas,17,Son,NA,Male,Student,None,NA
107,Causeway Avenue,Tracy,Gardner,37,Head,Married,Female,Print production planner,None,None
107,Causeway Avenue,Derek,Gardner,40,Husband,Married,Male,"Sound technician, broadcasting/film/video",None,None
107,Causeway Avenue,Dorothy,Gardner,5,Daughter,NA,Female,Student,None,NA
107,Causeway Avenue,Cheryl,Gardner,5,Daughter,NA,Female,Student,None,NA
108,Causeway Avenue,Martyn,Charlton,51,Head,Married,Male,Charity officer,None,Christian
108,Causeway Avenue,Michelle,Charlton,48,Wife,Married,Female,"Development worker, community",None,Christian
108,Causeway Avenue,Georgia,Charlton,13,Daughter,NA,Female,Student,None,NA
108,Causeway Avenue,Alex,Charlton,8,Son,NA,Male,Student,None,NA
109,Causeway Avenue,Alexander,King,19,Head,Single,Male,"Civil engineer, contracting",None,Methodist
109,Causeway Avenue,Elliott,Brooks,53,None,Single,Male,Medical secretary,None,Methodist
109,Causeway Avenue,Dorothy,Webb,28,None,Single,Female,Lobbyist,None,None
109,Causeway Avenue,Hayley,Bennett,40,None,Single,Female,Trading standards officer,None,None
110,Causeway Avenue,Glen,Mason,63,Head,Single,Male,"Designer, exhibition/display",None,None
110,Causeway Avenue,Shirley,Nelson,54,None,Single,Female,Midwife,None,Christian
110,Causeway Avenue,Leon,Bond,38,None,Single,Male,Freight forwarder,None,Methodist
110,Causeway Avenue,Alexander,Hill,39,None,Single,Male,Outdoor activities/education manager,None,Methodist
111,Causeway Avenue,June,Clark,25,Head,Single,Female,"Optician, dispensing",None,None
112,Causeway Avenue,Teresa,Edwards,38,Head,Married,Female,Investment analyst,None,None
112,Causeway Avenue,Mohammad,Edwards,35,Husband,Married,Male,Geochemist,None,None
112,Causeway Avenue,Elliot,Edwards,8,Son,NA,Male,Student,None,NA
112,Causeway Avenue,Janet,Edwards,4,Daughter,NA,Female,Child,None,NA
113,Causeway Avenue,Declan,Vaughan,56,Head,Single,Male,Public librarian,None,Muslim
114,Causeway Avenue,Marion,Potter,52,Head,Married,Female,Quarry manager,None,Catholic
114,Causeway Avenue,Kyle,Potter,55,Husband,Married,Male,"Scientist, physiological",None,Catholic
114,Causeway Avenue,Simon,Potter,25,Son,Single,Male,Outdoor activities/education manager,None,Catholic
114,Causeway Avenue,Joyce,Potter,11,Daughter,NA,Female,Student,None,NA
115,Causeway Avenue,Susan,Lee,61,Head,Married,Female,Health visitor,None,Christian
115,Causeway Avenue,Mitchell,Russell,64,Husband,Married,Male,Office manager,None,Christian
115,Causeway Avenue,Francesca,Lee,18,Daughter,Divorced,Female,Student,None,Christian
115,Causeway Avenue,Zoe,Lee,16,Daughter,NA,Female,Student,None,NA
116,Causeway Avenue,Naomi,Perry,28,Head,Married,Female,"Scientist, research (medical)",None,Christian
116,Causeway Avenue,Jay,Perry,32,Husband,Married,Male,Hydrogeologist,None,Christian
116,Causeway Avenue,Peter,Perry,7,Son,NA,Male,Student,None,NA
116,Causeway Avenue,Christine,Perry,6,Daughter,NA,Female,Student,None,NA
117,Causeway Avenue,Paige,Grant,20,Head,Married,Female,University Student,None,None
117,Causeway Avenue,Daniel,Grant,26,Husband,Married,Male,Company secretary,None,None
117,Causeway Avenue,Callum,Lawrence,48,Visitor,Single,Male,Biomedical scientist,None,None
117,Causeway Avenue,Ashleigh,John,24,Lodger,Single,Female,Arts development officer,None,Muslim
118,Causeway Avenue,Phillip,Kennedy,36,Head,Single,Male,Computer games developer,None,None
118,Causeway Avenue,Malcolm,O'Brien,49,Cousin,Single,Male,Make,None,None
118,Causeway Avenue,Kerry,O'Brien,40,Cousin,Single,Female,Unemployed,None,None
118,Causeway Avenue,Lesley,O'Brien,34,Cousin,Single,Female,Special educational needs teacher,None,None
118,Causeway Avenue,Phillip,Morgan,43,Cousin,Divorced,Male,Dancer,None,None
119,Causeway Avenue,Gail,Wright,55,Head,Single,Female,Transport planner,None,Christian
119,Causeway Avenue,Julie,Barry,38,None,Single,Female,"Civil engineer, contracting",None,None
119,Causeway Avenue,Roy,Collins,61,None,Single,Male,Commercial art gallery manager,None,Christian
119,Causeway Avenue,Arthur,Burke,29,None,Single,Male,Historic buildings inspector/conservation officer,None,Methodist
119,Causeway Avenue,Owen,Sims,63,None,Single,Male,Records manager,None,Christian
120,Causeway Avenue,Gemma,Pratt,42,Head,Single,Female,Government social research officer,None,Christian
120,Causeway Avenue,Elaine,Knowles,49,None,Single,Female,"Engineer, structural",None,None
120,Causeway Avenue,Eleanor,Bell,32,None,Single,Female,Graphic designer,None,None
120,Causeway Avenue,Stewart,Jones,18,None,Single,Male,Student,None,NA
121,Causeway Avenue,Daniel,Sharpe,21,Head,Single,Male,University Student,None,Christian
121,Causeway Avenue,Billy,Walker,18,None,Single,Male,University Student,None,Christian
121,Causeway Avenue,Billy,Smith,18,None,Single,Male,University Student,None,Catholic
121,Causeway Avenue,Brett,Walker,21,None,Single,Male,University Student,None,None
122,Causeway Avenue,Carole,Davis,49,Head,Married,Female,Exhibition designer,None,Christian
122,Causeway Avenue,Gregory,Davis,53,Husband,Married,Male,Charity fundraiser,None,Christian
122,Causeway Avenue,Jack,Davis,15,Son,NA,Male,Student,None,NA
123,Causeway Avenue,Margaret,Barlow,26,Head,Married,Female,"Research officer, political party",None,None
123,Causeway Avenue,Alan,Barlow,25,Husband,Married,Male,Video editor,None,None
123,Causeway Avenue,Lee,Barlow,1,Son,NA,Male,Child,None,NA
123,Causeway Avenue,David,Barlow,1,Son,NA,Male,Child,None,NA
124,Causeway Avenue,Mark,Dennis,41,Head,Single,Male,"Scientist, research (maths)",None,None
124,Causeway Avenue,Paula,Johnson,22,None,Single,Female,University Student,None,Catholic
124,Causeway Avenue,Bruce,Brady,37,None,Single,Male,Intelligence analyst,None,Methodist
124,Causeway Avenue,Lawrence,Griffiths,61,None,Single,Male,Estate manager/land agent,None,Christian
124,Causeway Avenue,Mathew,Taylor,24,None,Single,Male,Unemployed,None,Methodist
124,Causeway Avenue,Heather,Brooks,59,None,Single,Female,Insurance broker,None,Christian
125,Causeway Avenue,Grace,Wilkinson,62,Head,Married,Female,"Production assistant, radio",None,None
125,Causeway Avenue,Ben,Wilkinson,64,Husband,Married,Male,"Clinical scientist, histocompatibility and immunogenetics",None,None
125,Causeway Avenue,Bernard,Wilkinson,24,Son,Divorced,Male,Accommodation manager,None,None
125,Causeway Avenue,Ashleigh,Wilkinson,18,Daughter,Single,Female,Student,None,None
125,Causeway Avenue,Sandra,Wilkinson,14,Daughter,NA,Female,Student,None,NA
126,Causeway Avenue,Ian,Elliott,43,Head,Married,Male,"Conservator, furniture",None,Christian
126,Causeway Avenue,Anne,Elliott,45,Wife,Married,Female,Unemployed,None,None
126,Causeway Avenue,Janice,Elliott,22,Daughter,Single,Female,University Student,None,Christian
126,Causeway Avenue,Deborah,Elliott,19,Daughter,Single,Female,University Student,None,Christian
126,Causeway Avenue,Shane,Elliott,15,Son,NA,Male,Student,None,NA
126,Causeway Avenue,Tony,Elliott,12,Son,NA,Male,Student,None,NA
