House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
54,Baker Club,Josh,Robinson,35,Son,Single,Male,Data scientist,None,None
54,Baker Club,Stanley,Robinson,33,Son,Single,Male,Medical secretary,None,Christian
54,Baker Club,Chloe,Robinson,31,Daughter,Single,Female,Education administrator,None,None
54,Baker Club,Valerie,Robinson,29,Daughter,Single,Female,Race relations officer,None,Christian
54,Baker Club,Trevor,Robinson,25,Son,Single,Male,"Programmer, systems",None,None
55,Baker Club,Kathryn,Blake,82,Head,Married,Female,Retired Dealer,None,Catholic
55,Baker Club,Roy,Blake,85,Husband,Married,Male,Retired Brewing technologist,None,Catholic
55,Baker Club,Gillian,Blake,46,Daughter,Single,Female,Occupational psychologist,None,None
55,Baker Club,Ryan,Blake,44,Son,Divorced,Male,Research scientist (life sciences),None,Catholic
55,Baker Club,Iain,Blake,42,Son,Single,Male,Translator,None,Catholic
56,Baker Club,Ruth,Field,32,Head,Married,Female,Sales promotion account executive,None,None
56,Baker Club,Hugh,Field,36,Husband,Married,Male,Associate Professor,None,None
56,Baker Club,Bethany,Field,1,Daughter,NA,Female,Child,None,NA
56,Baker Club,Brett,Rees,23,Lodger,Single,Male,"Lecturer, higher education",None,Christian
56,Baker Club,Phillip,Chadwick,18,Lodger,Single,Male,Student,None,NA
1,Yucca Avenue,Lynne,Thomas,52,Head,Divorced,Female,Community education officer,None,None
1,Yucca Avenue,Kim,Thomas,12,Daughter,NA,Female,Student,None,NA
One,Yucca Avenue,Ashleigh,Thomas,7,Daughter,NA,Female,Student,None,NA
2,Yucca Avenue,Tina,Williams,74,Head,Widowed,Female,Retired Solicitor,None,None
2,Yucca Avenue,Kevin,Williams,42,Son,Divorced,Male,Economist,None,None
2,Yucca Avenue,Frank,Williams,38,Son,Single,Male,Forest/woodland manager,None,None
3,Yucca Avenue,Rosemary,Barrett,45,Head,Single,Female,"Doctor, general practice",None,Methodist
3,Yucca Avenue,Nicholas,Khan,46,Partner,Single,Male,"Administrator, arts",None,Methodist
3,Yucca Avenue,Michael,Barrett,5,Son,NA,Male,Student,None,NA
4,Yucca Avenue,Lynne,Patel,52,Head,Divorced,Female,Scientific laboratory technician,None,Christian
4,Yucca Avenue,Tina,Patel,16,Daughter,NA,Female,Student,None,NA
4,Yucca Avenue,Tom,Patel,13,Son,NA,Male,Student,None,NA
5,Yucca Avenue,Marion,Smith,18,Head,Single,Female,Student,None,NA
5,Yucca Avenue,Joe,Russell,52,None,Single,Male,"Designer, television/film set",None,Catholic
5,Yucca Avenue,Jonathan,McCarthy,45,None,Single,Male,Higher education lecturer,None,None
6,Yucca Avenue,Kayleigh,Robinson,20,Head,Single,Female,University Student,None,Christian
6,Yucca Avenue,Wendy,Mahmood,42,None,Single,Female,Wellsite geologist,None,Christian
6,Yucca Avenue,Edward,Hart,26,None,Single,Male,Ambulance person,None,Christian
7,Yucca Avenue,Bethany,Butler,46,Head,Single,Female,"Presenter, broadcasting",None,Christian
7,Yucca Avenue,Brandon,Giles,28,None,Single,Male,Chief Operating Officer,None,None
7,Yucca Avenue,Sylvia,Freeman,52,None,Single,Female,Dance movement psychotherapist,None,Christian
8,Yucca Avenue,Jacqueline,Clark,44,Head,Married,Female,Newspaper journalist,None,Methodist
8,Yucca Avenue,Billy,Clark,51,Husband,Married,Male,Freight forwarder,None,None
8,Yucca Avenue,Lewis,Clark,16,Son,NA,Male,Student,None,NA
9,Yucca Avenue,Abigail,Holmes,39,Head,Married,Female,Insurance broker,None,Catholic
9,Yucca Avenue,Frank,Holmes,42,Husband,Married,Male,Barista,None,Catholic
9,Yucca Avenue,Abdul,Holmes,14,Son,NA,Male,Student,None,NA
10,Yucca Avenue,Grace,Gould,49,Head,Married,Female,Retail buyer,None,None
10,Yucca Avenue,Donald,Gould,50,Husband,Married,Male,Unemployed,None,None
10,Yucca Avenue,Rebecca,Gould,15,Daughter,NA,Female,Student,None,NA
11,Yucca Avenue,Louise,Sharpe,30,Head,Divorced,Female,Special educational needs teacher,None,None
11,Yucca Avenue,Paula,Chapman,62,Cousin,Single,Female,Unemployed,None,Methodist
11,Yucca Avenue,Dorothy,Taylor,60,Visitor,Single,Female,Air cabin crew,None,Christian
11,Yucca Avenue,Carly,Page,35,Lodger,Single,Female,Advertising art director,None,Christian
11,Yucca Avenue,Louis,Fox,44,Lodger,Divorced,Male,Therapeutic radiographer,None,Catholic
12,Yucca Avenue,Sian,Jackson,39,Head,Married,Female,Building surveyor,None,None
12,Yucca Avenue,Sandra,Jackson,40,Wife,Married,Female,Unemployed,None,None
12,Yucca Avenue,Lynne,Jackson,12,Daughter,NA,Female,Student,None,NA
13,Yucca Avenue,Marilyn,Brown,32,Head,Single,Female,Unemployed,None,None
13,Yucca Avenue,Sian,Brown,5,Daughter,NA,Female,Student,None,NA
13,Yucca Avenue,Brandon,Brown,1,Son,NA,Male,Child,None,NA
13,Yucca Avenue,Brandon,Yates,39,Lodger,Single,Male,Theatre manager,None,None
14,Yucca Avenue,Ronald,Doyle,64,Head,Single,Male,Magazine features editor,None,Methodist
15,Yucca Avenue,Chelsea,Howard,39,Head,Married,Female,Unemployed,None,Christian
15,Yucca Avenue,Gerald,Howard,38,Husband,Married,Male,"Engineer, manufacturing",None,Christian
15,Yucca Avenue,Abbie,Howard,14,Daughter,NA,Female,Student,None,NA
16,Yucca Avenue,Dorothy,Morrison,36,Head,Married,Female,Seismic interpreter,None,None
16,Yucca Avenue,Rhys,Morrison,36,Husband,Married,Male,Multimedia specialist,None,None
16,Yucca Avenue,Shane,Morrison,15,Son,NA,Male,Student,None,NA
17,Yucca Avenue,Cheryl,Carroll,47,Head,Married,Female,Geophysical data processor,None,Christian
17,Yucca Avenue,Brandon,Carroll,51,Husband,Married,Male,Purchasing manager,None,Christian
17,Yucca Avenue,Jane,Carroll,8,Daughter,NA,Female,Student,None,NA
1,Jones Street,Beverley,Thomas,26,Head,Divorced,Female,Unemployed,None,None
1,Jones Street,Stacey,Thomas,9,Daughter,NA,Female,Student,None,NA
1,Jones Street,Oliver,Thomas,8,Son,NA,Male,Student,None,NA
2,Jones Street,Janice,Thompson,63,Head,Single,Female,Medical illustrator,None,None
2,Jones Street,Joe,Walker,65,Partner,Single,Male,Equities trader,None,None
2,Jones Street,Stanley,Thompson,30,Son,Single,Male,Community development worker,None,None
2,Jones Street,Dale,Thompson,8,Son,NA,Male,Student,None,NA
3,Jones Street,Gail,Jackson,40,Head,Single,Female,Dietitian,None,Christian
3,Jones Street,Graeme,Kaur,41,Partner,Single,Male,Psychiatrist,None,Christian
4,Jones Street,Barbara,Williams,41,Head,Married,Female,Unemployed,None,Christian
4,Jones Street,Christian,Williams,42,Husband,Married,Male,Advertising account planner,None,Christian
4,Jones Street,Sheila,Williams,10,Daughter,NA,Female,Student,None,NA
4,Jones Street,Charlene,Williams,6,Daughter,NA,Female,Student,None,NA
5,Jones Street,Jayne,Smith,27,Head,Married,Female,English as a foreign language teacher,None,Catholic
5,Jones Street,Dale,Smith-Stewart,30,Husband,Married,Male,Economist,None,None
5,Jones Street,Geoffrey,Singh,35,Lodger,Single,Male,Health service manager,None,None
6,Jones Street,Samuel,Cook,34,Head,Divorced,Male,Warehouse manager,None,Christian
6,Jones Street,Olivia,Dawson,15,Step-Daughter,NA,Female,Student,None,NA
1,Clearwater Trail,Michelle,Gibson,55,Head,Single,Female,Brewing technologist,None,None
1,Clearwater Trail,Jennifer,Hussain,53,None,Single,Female,Research scientist (medical),None,None
1,Clearwater Trail,Gavin,Akhtar,18,None,Single,Male,Student,None,NA
1,Clearwater Trail,Laura,White,29,None,Single,Female,Community pharmacist,None,Jewish
1,Clearwater Trail,Ross,Chapman,26,None,Divorced,Male,Building services engineer,None,None
2,Clearwater Trail,Hayley,Lawrence,18,Head,Married,Female,Student,None,NA
2,Clearwater Trail,Ryan,Lawrence,19,Husband,Married,Male,Colour technologist,None,None
2,Clearwater Trail,Louis,Wilson,61,Lodger,Single,Male,"Librarian, public",None,None
2,Clearwater Trail,Lynda,Smith,29,Visitor,Single,Female,"Psychologist, clinical",None,Methodist
3,Clearwater Trail,Carl,Young,46,Head,Married,Male,Tax adviser,None,Christian
3,Clearwater Trail,Alexandra,Young,41,Wife,Married,Female,Town planner,None,Christian
4,Clearwater Trail,Charlotte,Allen,42,Head,Divorced,Female,Unemployed,None,Catholic
4,Clearwater Trail,Sandra,Allen,11,Daughter,NA,Female,Student,None,NA
4,Clearwater Trail,Melissa,Allen,8,Daughter,NA,Female,Student,None,NA
4,Clearwater Trail,Janet,Allen,4,Daughter,NA,Female,Child,None,NA
5,Clearwater Trail,Frances,King,51,Head,Married,Female,English as a foreign language teacher,None,Christian
5,Clearwater Trail,Mark,King,53,Husband,Married,Male,Financial adviser,None,None
5,Clearwater Trail,Laura,King,15,Daughter,NA,Female,Student,None,NA
6,Clearwater Trail,Iain,Matthews,55,Head,Married,Male,Facilities manager,None,Christian
6,Clearwater Trail,Clare,Matthews,53,Wife,Married,Female,Probation officer,None,Christian
6,Clearwater Trail,Jamie,Matthews,5,Grandson,NA,Male,Student,None,NA
7,Clearwater Trail,Lydia,Lloyd,26,Head,Married,Female,Volunteer coordinator,None,None
7,Clearwater Trail,Donald,Lloyd,25,Husband,Married,Male,Psychotherapist,None,None
7,Clearwater Trail,Danielle,Lloyd,1,Daughter,NA,Female,Child,None,NA
7,Clearwater Trail,Dean,Lloyd,0,Son,NA,Male,Child,None,NA
7,Clearwater Trail,Adam,Farrell,50,Sibling,Single,Male,Learning disability nurse,None,Christian
8,Clearwater Trail,Stacey,Davies,41,Head,Married,Female,Dispensing optician,None,Catholic
8,Clearwater Trail,Christian,Davies,46,Husband,Married,Male,Ceramics designer,None,Catholic
8,Clearwater Trail,James,Davies,1,Son,NA,Male,Child,None,NA
9,Clearwater Trail,Diana,Williams,65,Head,Married,Female,Energy manager,None,Christian
9,Clearwater Trail,Karl,Williams,62,Husband,Married,Male,"Journalist, magazine",None,Christian
9,Clearwater Trail,Shirley,Williams,41,Daughter,Single,Female,Charity officer,None,None
9,Clearwater Trail,Dorothy,Williams,38,Daughter,Single,Female,Unemployed,None,Christian
9,Clearwater Trail,Carly,Williams,32,Daughter,Single,Female,"Administrator, sports",None,None
10,Clearwater Trail,Julia,Davies,37,Head,Single,Female,Unemployed,None,None
10,Clearwater Trail,Adrian,Davies,11,Son,NA,Male,Student,None,NA
11,Clearwater Trail,Natalie,Knight,44,Head,Married,Female,Intelligence analyst,None,None
11,Clearwater Trail,Ben,Knight,49,Husband,Married,Male,Marine scientist,None,None
11,Clearwater Trail,John,Knight,15,Son,NA,Male,Student,None,NA
12,Clearwater Trail,Clare,Griffiths,45,Head,Married,Female,"Designer, graphic",None,None
12,Clearwater Trail,Marcus,Griffiths,47,Husband,Married,Male,Tax inspector,None,None
12,Clearwater Trail,Ian,Griffiths,17,Son,NA,Male,Student,None,NA
13,Clearwater Trail,Maureen,Thomas,60,Head,Married,Female,Dispensing optician,None,Methodist
13,Clearwater Trail,Clifford,Thomas,62,Husband,Married,Male,"Administrator, charities/voluntary organisations",None,None
13,Clearwater Trail,Rosie,Thomas,17,Daughter,NA,Female,Student,None,NA
14,Clearwater Trail,Denise,Pearce,39,Head,Single,Female,Camera operator,None,Catholic
14,Clearwater Trail,Steven,Fraser,34,None,Divorced,Male,Environmental consultant,None,None
14,Clearwater Trail,Paul,Evans,25,None,Single,Male,Restaurant manager,None,None
14,Clearwater Trail,Aaron,Fletcher,38,None,Single,Male,Private music teacher,None,Christian
14,Clearwater Trail,Craig,Leach,61,None,Single,Male,Broadcast engineer,None,Catholic
15,Clearwater Trail,Maureen,Morgan,48,Head,Married,Female,Unemployed,None,Muslim
15,Clearwater Trail,Ronald,Morgan,52,Husband,Married,Male,Wellsite geologist,None,Muslim
15,Clearwater Trail,Aaron,Morgan,5,Son,NA,Male,Student,None,NA
15,Clearwater Trail,Simon,Morgan,1,Son,NA,Male,Child,None,NA
16,Clearwater Trail,Victoria,Murray,52,Head,Single,Female,"Programmer, multimedia",None,Christian
16,Clearwater Trail,Maurice,Nicholls,57,Partner,Single,Male,Futures trader,None,Christian
16,Clearwater Trail,Connor,Murray,17,Son,NA,Male,Student,None,NA
17,Clearwater Trail,Heather,Robinson,59,Head,Married,Female,Health visitor,None,None
17,Clearwater Trail,Richard,Robinson,61,Husband,Married,Male,Accounting technician,None,None
18,Clearwater Trail,Dominic,Taylor,41,Head,Single,Male,Quantity surveyor,Blind,None
18,Clearwater Trail,Kevin,Banks,36,None,Single,Male,Research scientist (life sciences),None,None
18,Clearwater Trail,Simon,Fox,59,None,Single,Male,"Secretary, company",None,None
18,Clearwater Trail,Brenda,Booth,44,None,Single,Female,Cytogeneticist,None,None
19,Clearwater Trail,Aimee,Parker,51,Head,Married,Female,Community arts worker,None,None
19,Clearwater Trail,Ashley,Parker,59,Husband,Married,Male,Early years teacher,None,None
19,Clearwater Trail,Mandy,Parker,17,Daughter,NA,Female,Student,None,NA
19,Clearwater Trail,Gregory,Parker,15,Son,NA,Male,Student,None,NA
20,Clearwater Trail,Charlene,Rogers,28,Head,Single,Female,Licensed conveyancer,None,None
20,Clearwater Trail,Ian,Thomas,30,Partner,Single,Male,"Accountant, chartered management",None,None
21,Clearwater Trail,Charlotte,Wilson,94,Head,Married,Female,Retired Public relations officer,None,Christian
21,Clearwater Trail,Timothy,Wilson,93,Husband,Married,Male,Retired Forensic psychologist,None,Christian
21,Clearwater Trail,Chelsea,Lamb,37,None,Married,Female,Recruitment consultant,None,Christian
21,Clearwater Trail,Bryan,Lamb,40,None,Married,Male,Human resources officer,None,Christian
21,Clearwater Trail,Janice,Lamb,5,None,NA,Female,Student,None,NA
22,Clearwater Trail,Jason,Hardy,56,Head,Married,Male,Sports coach,None,Catholic
22,Clearwater Trail,Josephine,Hardy,52,Wife,Married,Female,"Administrator, sports",None,Catholic
22,Clearwater Trail,Bradley,Hardy,18,Son,Divorced,Male,Student,None,Catholic
22,Clearwater Trail,Dorothy,Davies-Hardy,12,Daughter,NA,Female,Student,None,NA
22,Clearwater Trail,Annette,Taylor-Davies-Hardy,3,Daughter,NA,Female,Child,None,NA
23,Clearwater Trail,Janet,Jackson,41,Head,Single,Female,Financial trader,None,Catholic
23,Clearwater Trail,Dean,Haynes,43,Partner,Single,Male,Dentist,None,Catholic
23,Clearwater Trail,Hollie,Jackson,10,Daughter,NA,Female,Student,None,NA
24,Clearwater Trail,Damien,Flynn,20,Head,Single,Male,University Student,None,Christian
24,Clearwater Trail,Harry,Harrison,22,None,Single,Male,University Student,None,None
24,Clearwater Trail,Karen,Williams,21,None,Single,Female,University Student,None,Methodist
24,Clearwater Trail,Josh,Gibson,22,None,Single,Male,University Student,None,None
25,Clearwater Trail,Leon,Gill,68,Head,Widowed,Male,Retired Operational researcher,None,None
26,Clearwater Trail,Rhys,Naylor,53,Head,Single,Male,"Designer, furniture",None,Christian
26,Clearwater Trail,Rita,Fraser,8,Granddaughter,NA,Female,Student,None,NA
27,Clearwater Trail,Gail,Gough,55,Head,Single,Female,"Surveyor, building control",None,Christian
27,Clearwater Trail,Julian,Jackson,56,Partner,Single,Male,Podiatrist,None,Christian
27,Clearwater Trail,Howard,Gough,16,Son,NA,Male,Student,None,NA
28,Clearwater Trail,Rhys,Thompson,21,Head,Single,Male,University Student,None,None
28,Clearwater Trail,Gary,Bailey,20,None,Single,Male,University Student,None,Christian
29,Clearwater Trail,Harriet,Webster,32,Head,Single,Female,Unemployed,None,Sikh
29,Clearwater Trail,Jamie,Hobbs,37,Partner,Single,Male,"Research officer, political party",None,Sikh
29,Clearwater Trail,Beverley,Webster,0,Daughter,NA,Female,Child,None,NA
30,Clearwater Trail,Katie,Jones,41,Head,Married,Female,"Editor, magazine features",None,Methodist
30,Clearwater Trail,Graham,Jones,48,Husband,Married,Male,"Therapist, sports",None,Methodist
31,Clearwater Trail,Frances,Nixon,52,Head,Married,Female,Facilities manager,None,Christian
31,Clearwater Trail,Tony,Nixon,53,Husband,Married,Male,Chief Marketing Officer,None,Christian
31,Clearwater Trail,Rachael,Nixon,14,Daughter,NA,Female,Student,None,NA
32,Clearwater Trail,Charlene,Miah,43,Head,Single,Female,Local government officer,None,Catholic
32,Clearwater Trail,Duncan,Richardson,51,Partner,Single,Male,Ophthalmologist,None,None
32,Clearwater Trail,Jacqueline,Miah,15,Daughter,NA,Female,Student,None,NA
32,Clearwater Trail,Craig,Miah,15,Son,NA,Male,Student,None,NA
32,Clearwater Trail,Josephine,Miah,11,Daughter,NA,Female,Student,None,NA
33,Clearwater Trail,Conor,Cox,40,Head,Single,Male,Clinical cytogeneticist,None,Catholic
33,Clearwater Trail,Eleanor,Wells,41,None,Single,Female,Community education officer,None,None
33,Clearwater Trail,Richard,Chapman,21,None,Single,Male,University Student,None,Catholic
34,Clearwater Trail,Anne,Giles,67,Head,Married,Female,"Engineer, electronics",None,Christian
34,Clearwater Trail,Reece,Giles,67,Husband,Married,Male,"Engineer, agricultural",None,None
35,Clearwater Trail,Georgia,Brown,41,Head,Married,Female,Prison officer,None,None
35,Clearwater Trail,Lawrence,Brown,46,Husband,Married,Male,"Therapist, speech and language",None,None
35,Clearwater Trail,Conor,Brown,15,Son,NA,Male,Student,None,NA
35,Clearwater Trail,Louise,Brown,13,Daughter,NA,Female,Student,None,NA
36,Clearwater Trail,Amber,Todd,41,Head,Married,Female,"Psychologist, prison and probation services",None,None
36,Clearwater Trail,John,Todd,42,Husband,Married,Male,Building surveyor,None,None
36,Clearwater Trail,Dean,Todd,22,Son,Single,Male,"Horticulturist, commercial",None,None
36,Clearwater Trail,Sean,Todd,19,Son,Single,Male,University Student,None,None
37,Clearwater Trail,Nicole,Powell,58,Head,Married,Female,"Designer, textile",None,Methodist
37,Clearwater Trail,Guy,Powell,60,Husband,Married,Male,"Engineer, building services",None,Methodist
37,Clearwater Trail,Owen,Powell,22,Son,Single,Male,University Student,None,Methodist
37,Clearwater Trail,Nicola,Powell,13,Daughter,NA,Female,Student,None,NA
38,Clearwater Trail,Valerie,Ward,45,Head,Single,Female,Advice worker,None,Muslim
38,Clearwater Trail,Clifford,Howarth,46,Partner,Single,Male,Optometrist,None,Muslim
38,Clearwater Trail,Georgina,Ward,17,Daughter,NA,Female,Student,None,NA
39,Clearwater Trail,Hollie,Scott,41,Head,Widowed,Female,Games developer,None,Catholic
39,Clearwater Trail,Darren,Scott,7,Son,NA,Male,Student,None,NA
39,Clearwater Trail,Ruth,Scott,6,Daughter,NA,Female,Student,Physical Disability,NA
40,Clearwater Trail,Clare,Grant,26,Head,Single,Female,Optometrist,None,Catholic
40,Clearwater Trail,Brett,Winter,28,Partner,Single,Male,Logistics and distribution manager,None,Catholic
41,Clearwater Trail,Harriet,Stokes,51,Head,Single,Female,"Surveyor, rural practice",None,Muslim
41,Clearwater Trail,Beth,Stokes,35,Daughter,Single,Female,Sport and exercise psychologist,None,Muslim
41,Clearwater Trail,Robert,Stokes,32,Son,Divorced,Male,"Research officer, government",None,Muslim
41,Clearwater Trail,Damien,Stokes,28,Son,Single,Male,Police officer,None,Muslim
41,Clearwater Trail,Charlene,Stokes,26,Daughter,Widowed,Female,"Psychologist, sport and exercise",None,Muslim
42,Clearwater Trail,Rita,Pratt,67,Head,Widowed,Female,Dietitian,None,Christian
42,Clearwater Trail,Hugh,Pratt,49,Son,Single,Male,"Investment banker, operational",None,Christian
42,Clearwater Trail,Julian,Pratt,49,Son,Divorced,Male,"Chemist, analytical",None,Christian
43,Clearwater Trail,Lisa,Edwards,43,Head,Married,Female,"Teacher, English as a foreign language",None,None
43,Clearwater Trail,Timothy,Edwards,44,Husband,Married,Male,"Engineer, production",None,None
43,Clearwater Trail,Amanda,Wilkinson,8,Neice,NA,Female,Student,None,NA
43,Clearwater Trail,Kelly,Hyde,5,Neice,NA,Female,Student,None,NA
44,Clearwater Trail,Barbara,Morrison-Moore,51,Head,Widowed,Female,Health visitor,None,None
44,Clearwater Trail,Sara,Morrison-Moore,0,Daughter,NA,Female,Child,None,NA
44,Clearwater Trail,Wendy,Parker,31,Lodger,Widowed,Female,Unemployed,None,None
44,Clearwater Trail,Sam,Hunter,59,Lodger,Single,Male,Occupational psychologist,None,Christian
45,Clearwater Trail,Jenna,Stewart,34,Head,Single,Female,Heritage manager,None,Methodist
45,Clearwater Trail,George,Jones,36,Partner,Single,Male,Psychiatrist,None,Methodist
46,Clearwater Trail,James,Thomas,41,Head,Single,Male,Geophysicist/field seismologist,None,Christian
46,Clearwater Trail,Mohammed,Mitchell,35,Partner,Single,Male,"Engineer, maintenance",None,Christian
47,Clearwater Trail,Danny,Kaur,44,Head,Single,Male,Community arts worker,None,Catholic
47,Clearwater Trail,Benjamin,Allen,25,None,Single,Male,"Education officer, environmental",None,None
47,Clearwater Trail,Robert,Bentley,20,None,Single,Male,University Student,None,None
48,Clearwater Trail,Amy,Blake,52,Head,Married,Female,Community education officer,None,Catholic
48,Clearwater Trail,John,Blake,56,Husband,Married,Male,Sport and exercise psychologist,None,Catholic
48,Clearwater Trail,Marilyn,Blake,17,Daughter,NA,Female,Student,None,NA
49,Clearwater Trail,Ellie,Wright,21,Head,Single,Female,Clinical cytogeneticist,None,Catholic
50,Clearwater Trail,Alison,Kirby,50,Head,Single,Female,Unemployed,None,None
50,Clearwater Trail,Gordon,Kirby,6,Son,NA,Male,Student,None,NA
50,Clearwater Trail,Connor,Kirby,2,Son,NA,Male,Child,None,NA
51,Clearwater Trail,John,Taylor,24,Head,Single,Male,Glass blower/designer,None,Muslim
51,Clearwater Trail,Gail,Taylor,8,Daughter,NA,Female,Student,None,NA
51,Clearwater Trail,Dawn,Taylor,5,Daughter,NA,Female,Student,None,NA
52,Clearwater Trail,Charlotte,Arnold,46,Head,Married,Female,Statistician,None,Catholic
52,Clearwater Trail,Leigh,Arnold,53,Husband,Married,Male,Chief Technology Officer,None,Catholic
52,Clearwater Trail,Marian,Arnold,16,Daughter,NA,Female,Student,None,NA
53,Clearwater Trail,Marian,Gray,72,Head,Married,Female,Retired Equities trader,None,Methodist
53,Clearwater Trail,Gordon,Gray,74,Husband,Married,Male,Retired Brewing technologist,None,Methodist
53,Clearwater Trail,Anna,Gray,4,Granddaughter,NA,Female,Child,None,NA
54,Clearwater Trail,Dylan,Allan,40,Head,Married,Male,Magazine features editor,None,None
54,Clearwater Trail,Kerry,Allan,41,Wife,Married,Female,Contractor,None,None
54,Clearwater Trail,Leigh,Allan,11,Son,NA,Male,Student,None,NA
55,Clearwater Trail,Callum,Jones,64,Head,Married,Male,"Programmer, systems",None,None
55,Clearwater Trail,Lisa,Jones,63,Wife,Married,Female,Agricultural consultant,None,None
55,Clearwater Trail,Richard,Jones,23,Son,Divorced,Male,Technical brewer,None,None
55,Clearwater Trail,Jodie,Parsons-Jones,19,Daughter,Single,Female,University Student,None,None
56,Clearwater Trail,Janice,Walker,32,Head,Married,Female,"Librarian, academic",None,None
56,Clearwater Trail,Matthew,Walker,28,Husband,Married,Male,"Administrator, arts",None,None
56,Clearwater Trail,Janice,Walker,5,Daughter,NA,Female,Student,None,NA
56,Clearwater Trail,Joshua,Walker,3,Son,NA,Male,Child,None,NA
56,Clearwater Trail,Jenna,Walker,0,Daughter,NA,Female,Child,None,NA
57,Clearwater Trail,Abbie,Price,35,Head,Single,Female,Further education lecturer,None,Christian
57,Clearwater Trail,Aaron,Johnson,36,Partner,Single,Male,"Civil engineer, consulting",None,Christian
57,Clearwater Trail,Heather,Price,9,Daughter,NA,Female,Student,None,NA
57,Clearwater Trail,Matthew,Price,6,Son,NA,Male,Student,None,NA
57,Clearwater Trail,Leon,Price,2,Son,NA,Male,Child,None,NA
58,Clearwater Trail,Mohammed,Lloyd,42,Head,Married,Male,Games developer,None,Christian
58,Clearwater Trail,Rebecca,Lloyd,38,Wife,Married,Female,Electrical engineer,None,Christian
58,Clearwater Trail,Josh,Lloyd,12,Son,NA,Male,Student,None,NA
1,Scorpiocross Drive,Jemma,Edwards,60,Head,Single,Female,"Horticulturist, commercial",None,Methodist
1,Scorpiocross Drive,Jasmine,Smith,53,None,Single,Female,Glass blower/designer,None,Catholic
2,Scorpiocross Drive,Denise,Simpson,21,Head,Married,Female,University Student,None,None
2,Scorpiocross Drive,Christian,Simpson,22,Husband,Married,Male,University Student,None,None
3,Scorpiocross Drive,Helen,Brown,45,Head,Divorced,Female,Sales executive,None,Catholic
4,Scorpiocross Drive,Frederick,Hall,60,Head,Divorced,Male,Associate Professor,None,None
5,Scorpiocross Drive,Gerard,Hughes,23,Head,Single,Male,"Journalist, broadcasting",None,None
6,Scorpiocross Drive,Lynda,Robinson,43,Head,Married,Female,"Editor, commissioning",None,Christian
6,Scorpiocross Drive,Lewis,Robinson,47,Husband,Married,Male,"Research officer, political party",None,Christian
7,Scorpiocross Drive,Yvonne,Hamilton,21,Head,Married,Female,University Student,None,Catholic
7,Scorpiocross Drive,Ian,Hamilton,23,Husband,Married,Male,Unemployed,None,Catholic
8,Scorpiocross Drive,Amelia,Green,53,Head,Married,Female,Musician,None,Christian
8,Scorpiocross Drive,Jacob,Green,59,Husband,Married,Male,Building control surveyor,None,Christian
8,Scorpiocross Drive,Paul,Green,16,Son,NA,Male,Student,None,NA
9,Scorpiocross Drive,Lucy,Watson,26,Head,Married,Female,"Social research officer, government",None,Christian
9,Scorpiocross Drive,Arthur,Watson,28,Husband,Married,Male,Private music teacher,None,Christian
10,Scorpiocross Drive,Julie,Graham,36,Head,Married,Female,Chief Marketing Officer,None,None
10,Scorpiocross Drive,Raymond,Graham,36,Husband,Married,Male,Computer games developer,None,None
11,Scorpiocross Drive,Carolyn,Harris,71,Head,Widowed,Female,Unemployed,None,Methodist
12,Scorpiocross Drive,Darren,Richards,34,Head,Single,Male,Conference centre manager,None,Catholic
13,Scorpiocross Drive,Megan,Wilson,71,Head,Widowed,Female,Retired Primary school teacher,None,Catholic
14,Scorpiocross Drive,Elliot,Bennett,67,Head,Divorced,Male,Unemployed,None,Methodist
15,Scorpiocross Drive,Ellie,Kaur,78,Head,Widowed,Female,Retired Marketing executive,None,Christian
16,Scorpiocross Drive,Christine,Ellis,41,Head,Married,Female,Minerals surveyor,None,Christian
16,Scorpiocross Drive,Neil,Ellis,44,Husband,Married,Male,Dietitian,None,None
16,Scorpiocross Drive,Joel,Ellis,4,Son,NA,Male,Child,None,NA
16,Scorpiocross Drive,Abbie,Ellis,2,Daughter,NA,Female,Child,None,NA
17,Scorpiocross Drive,Abbie,Burgess,32,Head,Single,Female,"Lecturer, higher education",None,None
18,Scorpiocross Drive,Ashley,Wood,29,Head,Single,Male,Chief Financial Officer,None,Methodist
19,Scorpiocross Drive,Arthur,Dixon,75,Head,Widowed,Male,"Retired Horticulturist, amenity",None,Methodist
20,Scorpiocross Drive,Timothy,Reeves,24,Head,Single,Male,"Geneticist, molecular",None,Methodist
21,Scorpiocross Drive,Leah,Smith,43,Head,Single,Female,Planning and development surveyor,None,Catholic
21,Scorpiocross Drive,Leonard,Foster,48,Partner,Single,Male,Cabin crew,None,Catholic
21,Scorpiocross Drive,Nicholas,Smith,16,Son,NA,Male,Student,None,NA
22,Scorpiocross Drive,Howard,Thompson,53,Head,Divorced,Male,"Therapist, nutritional",None,None
23,Scorpiocross Drive,Elaine,Holt,88,Head,Widowed,Female,Retired Illustrator,None,Christian
24,Scorpiocross Drive,Nicola,Jackson,72,Head,Widowed,Female,Retired Logistics and distribution manager,None,None
25,Scorpiocross Drive,Jade,Riley,26,Head,Single,Female,Aid worker,None,None
26,Scorpiocross Drive,Vincent,Davison,93,Head,Widowed,Male,Retired Health promotion specialist,None,Christian
